Item Code,Description
6720010021,DERMOVATE 0.05% SCALP SOL 25 ML
6070030022,DETTOL LIQUID-125ML(1CAR=48PCS)
6070030026,DETTOL PERSONAL CARE-250ML
6070030027,DETTOL PERSONAL CARE-500ML
6070010043,DETTOL SOAP ORIGNAL 120 GM
6070010033,DETTOL SOAP FRESH 70 GM
6610130003,DIANE 35 TAB 21'S
6340130002,DICETEL 50 MG TAB 20'S
6560020024,DICLOGESIC RETARD 100 MG CAP 12'S
6100090011,DICYNONE 500 MG TAB 20'S
6040030010,JJ BABY JELLY UNSCENTED-100GM
6040030011,JJ BABY JELLY-250GM
6040060006,JJ BABY OIL-300ML(ALOE VERA)
6760010011,JJ COTTON BALLS-50'S
6760010010,JJ COT.MAKEUP PADS-80'S
6060010206,JJ PURE PETRO.JELLY-100GM
6060010207,JJ PURE PETRO.JELLY-250GM
6310040058,JELONET 10X10 CM 1'S
6380040003,JOLEN CREAM.BLEACH-28GM
6380040002,JOLEN CREAM.BLEACH-113GM
6560020034,NUROFEN(ORANGE) 100 MG / 5 ML SUS 150 ML
6100010124,SORTIVA H 100/25 MG TAB 30'S
6100080021,ISOBID 40 MG CAP 20'S
6100010125,SORTIVA H 50/12.5 MG TAB 30'S
6100010122,SORTIVA FORTE 100 MG TAB 30'S
6040060004,JJ BABY OIL-200ML
6040060005,JJ BABY OIL-300ML
6040060007,JJ BABY OIL-500ML
6040070006,JJ BABY POWDER-100GM
6040070007,JJ BABY POWDER-200GM
6040060003,JJ BABY OIL GEL BLOSSOM - 200ML
6280040029,CC BLACK HEAD ASTRINGENT - 200ML
6040050033,JJ BABY SOAP-125GM
6040010009,JJ COTTON BUDS-100'S
6040010010,JJ COTTON BUDS-200'S
6060010205,JJ BODY CREAM MOIST 24HR 200 ML
6720050015,BETADINE 10% ANTISEPTIC SOLN 120 ML
6720050014,BETADINE 10% OIN 40 Gm
6720050016,BETADINE 0.75% SURGICAL SCRUB 120 ML
6610050001,BETADINE VD 125 ML
6090040020,BETASERC 16 MG TAB 40'S
6090040021,BETASERC 8 MG TAB 100'S
6720010008,BETASONE 0.1% OIN 15 G
6720010013,BETNOVATE C CR 30 G
6720010014,BETNOVATE N CR 30 G
6720010015,BETNOVATE N OIN 30 G
6720010010,BETNOVATE 0.1% CR 30 G
6720010011,BETNOVATE 0.1% OIN 30 G
6720010012,BETNOVATE SCALP 0.1% SOL 30 ML
6450050011,BILTRICIDE 600 MG TAB 4'S
6680120019,HISTOP 2 MG / 5 ML SYR 100 ML
6680120020,HISTOP 4 MG TAB 20'S
6650010028,HOT WATERBAG-WITHOUT COVER
6240020008,HUMULIN 70/30 VIAL 10 ML 1'S
6240020009,HUMULIN N VIAL 10 ML 1'S
6240020010,HUMULIN R VIAL 10 ML 1'S
6240070008,HYDROCORTISONE 10 MG TAB 30'S (N)
6240070009,HYDROCORTISONE 20 MG TAB 30'S (N)
6090050005,IMIGRAN 100 MG TAB 6'S
6090050006,IMIGRAN 100 MG TAB 2'S
6090050004,IMIGRAN 6 MG PFS 2'S
6380030028,VEET IMMAC CREAM-100ML(DRY)
6380030029,VEET IMMAC CREAM-100ML(NORMAL)
6380030027,VEET IMMAC CREAM.SENS-100ML
6340170001,IMODIUM 2 MG CAP 6'S
6500020004,IMURAN 50 MG TAB 100'S
6100080018,INDERAL 10 MG TAB 50'S
6100080019,INDERAL 40 MG TAB 50'S
6240020011,INSULATARD VIAL 10 ML
6100080022,ISOPTIN SR 240 MG TAB 20'S
6100080023,ISOPTIN 40 MG TAB 50'S
6100100003,ISOSORBIDE DINITRATE 5 MG SL TAB 50'S(N)
6080060077,FUTURO 611612EN WRIST.BRACE.LT(XL)
6080060078,FUTURO 10770EN WRIST.BRACE.RT(ADJ)
6080060079,FUTURO 45538EN WRIST.BRACE LEFT(L-XL)
6080080151,FUTURO 46163EN KNEE.BRACE(S)
6080030075,FUTURO 09027EN CERV.COL.ADJ-SOFT
6080080147,FUTURO 45694EN KNEE.OPEN.PET(S)
6080080149,FUTURO 45697EN THIGH.SUPP(L)
6080080152,FUTURO 46164EN KNEE.BRACE(M)
6080040050,FUTURO 76577EN ELBOW.BRACE(S)
6080040051,FUTURO 76578EN ELBOW.BRACE(M)
6080040052,FUTURO 76579EN ELBOW.BRACE(L)
6080080159,FUTURO 76586EN KNEE.BRACE(S)
6080080160,FUTURO 76587EN KNEE.BRACE(M)
6080080162,FUTURO 76589EN KNEE.BRACE(XL)
6080020218,FUTURO 76582EN ANKLE.BRACE(M)
6080020219,FUTURO 76583EN ANKLE.BRACE(L)
6450070101,ERYTHRODAR 400 MG TAB 20'S
6450020085,ERYTHROMYCIN 0.5% EO 3.5G(N)
6100020004,ESIDREX 25 MG TAB 20'S
6340020026,EUCARBON TAB 30'S
6680050028,EXYLIN PED SYR 100 ML
6680050029,EXYLIN ADULT SYR 14 MG / 5 ML -100 ML
6620010054,EYE PAD 10'S (A-1 KBM) LARGE
6340020027,EZILAX 67% SYR 300 ML
6280020074,"FAIR , LOVELY FAIRNESS CREAM 100 GM"
6280020077,"FAIR , LOVELY FAIRNESS CREAM 80 GM"
6300010048,FAM MAXI ONE STEP 6*30
6090030079,FAVERIN 100 MG TAB 30'S
6090030080,FAVERIN 50 MG TAB 60'S
6340160023,FAWAR FRUIT EFV SAC 6'S
6340160024,FAWAR LEMON EFV SAC 6'S
6380050001,FEATHER EYE BROW RAZOR
6380050002,FEATHER UNDERARM RAZOR
6560020030,FELDENE 20 MG TDIS 10'S
6680010026,FENISTIL 0.1% ORAL DRP 20 ML
6720010052,FENISTIL 0.1% GEL 30 G
6590010041,FEROSE 50 MG  / 5 ML SYR 100 ML
6590010042,FEROSE 100 MG TAB 30'S
6090020074,FEVADOL 160 MG  / 5 ML SYR 145 ML
6090020018,FEVADOL 500 MG TAB 20'S
6090020020,FEVADOL PLUS TAB 20'S
6310100001,FIRST AID KIT
6450050016,FLAGYL 250 MG TAB 20'S
6450050017,FLAGYL 500 MG TAB 14'S
6720050028,FLAMAZINE 1% CR 50 G
6450050018,FLAZOL 125 MG  / 5 ML SUS 120 ML
6450050019,FLAZOL 500 MG TAB 20'S
6340020039,FLEET ENEMA-ADULT(133 ML)
6340020040,FLEET ENEMA -PEDIA (66 ML)
6260090005,FML 0.1% ED SUS 5 ML
6260070007,FUCITHALMIC 1% VISCOUS ED 5 G
6450030018,FURAZOL TAB 20'S
6080060080,FUTURO 46709EN WRIST.BRACE
6720190003,HAIRGROW 5% SOL 50 ML
6310040109,PRIMAPORE 15X8 CM 1'S
6310040112,PRIMAPORE 10X8 CM 3'S
6340040017,PRIMPERAN 10 MG TAB 20'S
6580060006,PIASCLEDINE 300 MG CAP 15'S
6090020036,PONSTAN FORTE 500 MG TAB 20'S
6260090011,PRED FORTE 1% ED SUS 5 ML
6240080008,PREDNISOLON 5 MG TAB 30'S
6240090097,PREMARIN 0.625 MG TAB 28'S (N)
6240090098,PREMARIN 0.625% VCR 14 G (N)
6090020030,PANADOL EXTRA TAB 24'S
6720170007,PANDERM CR 15 G
6720170008,PANDERM OIN 15 G
6370040306,PANTENE SHAMP CLASSIC CLEAN 190 ML
6370040317,PANTENE SHAMP PERFECT CURL-190ML
6340030041,PANTOZOL 40 MG TAB 15'S
6340030042,PANTOZOL 40 MG TAB 30'S
6090020035,PARAFON CAP 30'S
6240180001,PARLODEL 2.5 MG TAB 30'S
6370040331,PERT PLUS SHAMP DRY OLIVE 200 ML
6290020030,PGN 201000329 WEANING BOTTEL W/SPOON 120ML
6290010081,PGN 201000237 GLS NURSER HANDLE
6290010093,PGN 40453 SN WHITE BOTTLE 120 ML
6290010121,PGN 201000331 GLASS JUICE BOT - 50ML
6290020031,PGN 201000330 WEANING BOTTEL W/SPOON 240ML
6290010084,PGN 201000240 GLASS BOT-120ML(K-4)
6040080023,PGN 201000292 COMB & HAIR BRUSH
6290010092,PGN 40448 SN WHITE BOTTLE 240 ML
6290010091,PGN 40449 SN WHITE BOTTLE 240 ML W/HDL
6290070029,"PGN 201000376,377 RATTLE TEETHER"
6060010252,NIVEA BC MOIST INTENS SKIN LOTION -250ML(80301)
6280050192,NIVEA CREAM-150ML(80104)
6280050193,NIVEA CREAM-250ML(80105)
6280050195,NIVEA CREAM-60ML(80102)
6160030151,NIVEA DEO ROLLON - 50ML(MENS DRY)(81610)
6160020151,NIVEA DEO FRESH SPRAY FOR MEN-150ML(81600)
6490070009,NIVEA EYE MAKEUP REMOVER BLUE 125 ML(81182)
6500020007,NOLVADEX 10 MG TAB 30'S
6590030008,NORMAL SALINE 500 ML
6610130007,NOVA T IUCD 1'S
6830011552,NOVOFINE NEEDLES 100'S
6280050197,NIVEA CREME DOMO - 200ML(80132)
6710010069,NIVEA SHAV.CREAM-100ML(81772)
6710010071,NIVEA SHAV.FOAM SENS.-200ML(81720)
6710010072,NIVEA SHAV.GEL SENSITIVE - 200ML(81740)
6070020242,NIVEA SHOWER VITALITY FRESH-250ML(80800)
6280050208,NIVEA SOFT CREAM-200ML(89050)
6280050209,NIVEA SOFT CREAM-75ML(89057)
6720030024,NIZORAL 2% CR 30 G
6720030025,NIZORAL 2% SHP 100 ML
6560070010,NO-URIC 100 MG TAB 50'S
6560070004,NO-URIC 300 MG TAB 20'S
6090020023,MYOGESIC TAB 20'S
6380030009,NAIR HAIR CREAM TUBE-110ML(ROSE)
6380030007,NAIR HAIR CREAM TUBE-110ML(LEMON)
6380030010,NAIR HAIR CREAM TUBE-110ML(SENS)
6320010087,NAN 1 MILK HMO 400 GM
6260010008,NAPHCON A ED 15 ML
6010010012,NEBULIZER MASK PEDIATRIC 1'S
6320010011,APTAMIL1  MILK - 400GM
6320010014,APTAMIL2 MILK- 400 GM
6240110008,NEOMERCAZOLE -(CARBIMAZOLE) 5 MG TAB 100'S
6720200001,NEOXIDIL 2% SOL 60 ML
6090130008,NICOTINELL TTS 10 PTC 7'S
6090130004,NICOTINELL TTS 30 PTC 7'S
6100130002,NITRODERM TTS 5mg PTC 10'S
6710040025,NIVEA A/S REPLENISHING BALSAM-100ML(81300)
6060010250,NIVEA BC INTEN MOIST LOTION - 400ML(83825)
6060010257,NIVEA BC RICH EXTRA DRY SKIN -250ML(80201)
6060010251,NIVEA BC MOIST INTENS SKIN LOT -125ML
6180010061,BABYJOY GIANT MEDIUM (3*84)
6680120034,MOSEGOR 0.5 MG TAB 30'S
6680120053,MOSEGOR 250 MCG /5 ML SYR 100 ML
6340040004,MOTILIUM 5MG/5ML SYR 200 ML
6340040006,MOTILIUM 10 MG TAB 30'S
6340160030,MOXAL SUS 200 ML
6680010038,MUCOSOLVAN 30MG TAB 20'S
6680010037,MUCOSOLVAN  30MG-5ML ORAL LIQUID 100 ML
6090020043,PROFINAL 100 MG / 5 ML SUS 110 ML
6350110002,PROSCAR 5 MG TAB 28'S
6090020049,PROXEN 250 MG TAB 20'S
6090020051,PROXEN 500 MG TAB 20'S
6090030037,PROZAC 20 MG CAP 28'S
6680080016,PULMICORT (BUDESONIDE 0.5MG/1ML) NEB SOLN 2ML 5'S
6680080015,PULMICORT 200 MCG TURBUHALER 200'S
6450050024,PYRALVEX PAINT 10 ML
6650030025,RADIAN MASSAGE CREAM-100GM
6340140004,PROCTOGLYVENOL CR 30 G
6450070012,AMOXIL 500 MG CAP 20'S
6680050025,AMYDRAMINE EXPECTORANT SYR 120 ML
6090030064,ANAFRANIL 25 MG TAB 30'S
6830010274,ANAFRANIL 10 MG TAB 30'S
6320010015,BEBELAC EXTRA 400 GM
6720020004,BENZAC AC 2.5% GEL 60 G
6720020006,BENZAC AC 5% GEL 60 G
6720050009,BEPANTHEN 5% CR 30 G
6430010002,ANTI-D(RHOPHYLAC) 300MCG-2ML PFS -1'S
6630050019,AQUAFRESH TP FRESH MINT 125 ML
6680100009,SERETIDE 250 MCG MDI SUS 120'S
6560020012,ASPIRIN C TEF 10'S
6680060010,ATROVENT 500 MCG NEB SDU 20'S
6450070019,AUGMENTIN 156 MG /5 ML SUS 100 ML
6450070022,AUGMENTIN 312 MG /5 ML SUS 100 ML
6340090015,DUSPATALINE RETARD 200 MG CAP 30'S
6450070023,AUGMENTIN 375 MG TAB 20'S
6450070026,AUGMENTIN 625 MG TAB 20'S
6220010004,BABYLYTE SOL 240 ML
6310040005,BACTIGRAS 10X10 CM DRES
6450050009,BACTRIM 240 MG / 5 ML SUS 100 ML
6450050008,BACTRIM 800/160 MG TAB 10'S
6720050007,BANEOCIN PDR 10 G
6450070041,CECLOR 125 MG / 5 ML SUS 75 ML
6450070043,CECLOR 250 MG  / 5 ML SUS 75 ML
6450070044,CECLOR 500 MG CAP 15'S
6590010019,CENTRUM TAB 30'S
6040080027,PGN 201000487 SAFETY NAIL CLIPPER
6470010027,GARGE LIP PALM PEACH
6470010028,GARGE LIP PALM VANILIA
6560020032,FLECTOR PTC 5'S
6240020025,ACTRAPID VIAL 10 ML
6090020063,ADOL 100 MG/ML DRP 15 ML
6090020066,ADOL 120 MG /5 ML SYR 100 ML
6090020061,ADOL 500 MG TAB 24'S
6010010003,AERO CHAMBER  Z  5+ YRS BLUE
6010010002,AERO CHAMBER Z 1-5 YRS YELLOW
6010010001,AERO CHAMBER  Z  0-18 MOS ORANGE
6340020022,AGIOLAX GRA 250 G
6320010002,NAN LF MILK 400 GM
6450050030,ALBOTHYL 90 MG VAG SUPP 6'S
6100020001,ALDACTONE 100 MG TAB 10'S
6100020002,ALDACTONE 25 MG TAB 20'S
6100010169,ALDOMET 250 MG TAB 30'S
6560170001,ALGESAL CREAM-100GM
6680010009,ALLERFIN 4 MG TAB 30'S
6300010162,ALWAYS LARGE WINGS COTTON SOFT 6*30
6300010163,ALWAYS LARGE WINGS COTTON SOFT 16*10
6300020043,SM FEMININE INTIMATE WASH(PH 3.8)
6100010175,AMLOR 5 MG CAP 30'S
6450070010,AMOXIL 250 MG CAP 20'S
6450070095,DOXYDAR 100 MG CAP 10'S
6310110001,PRILA 5% CR 5 G
6630050163,EMOFLOUR TP INTESIVE CARE GEL 75 GM
6630090159,EMOFORM TOOTH PICKS MED 100'S
6090090052,EPANUTIN 100 MG CAP 100'S
6560070009,EPIMAG GEF SAC 10'S
6310040015,DUODERM 10X10 CM DRES
6310040020,DUODERM-EXT.THIN-7.5CM*7.5CM
6340020024,DUPHALAC 67% SYR 300 ML
6240090066,DUPHASTON 10 MG TAB 20'S
6830010269,DUREX FEEL SMOOTH FEATHERLITE ELITE COND 12'S
6130010022,DUREX EXTRA SAFE COND 12'S
6130010021,DUREX EXTRA SAFE COND 6'S
6130010014,DUREX FEEL THIN FEATHERLITE COND 12'S
6130010047,DUREX FLAVORS SELSCT COND 12'S
6210010008,EARSTUD 513Y ASST SHAPES GOLD
6310040021,BSN EASIFIX 10 CM*4.5 M
6310040023,BSN EASIFIX 5 CM*4.5 M
6310040027,"ELASTIC BDG 2"" X 5 Yds"
6310040028,ELASTIC BDG 7.5 CM
6310040025,ELASTIC BDG 10 CM
6310040026,ELASTIC BDG 15 CM
6310040031,ELASTOCREPE BDG 10 CM
6310040029,"ELASTOCREPE BANDAGE 6"" x 5 YDS"
6310040030,ELASTOCREPE BANDAGE-5CM
6310040032,ELASTOCREPE BDG 3X5 YD
6720130005,ELOCOM 0.1% CR 30 G
6720130006,ELOCOM 0.1% LOT 30 ML
6720130007,ELOCOM 0.1% OIN 30 G
6680020020,KAFOSED 15 MG / 5 ML SYR 100 ML
6340170002,KAPECT SUS 120 ML
6450070126,KEFLEX 500 MG TAB 20'S
6280080058,KELLY PEARL CREAM
6630040001,TRIAMCINOLONE IN ORABASE 0.1% GEL 5 G (N)
6450070130,KLACID 125 MG / 5 ML SUS 60 ML
6590110002,KONAKION-10MG INJECTION-1'S (IV)
6590110001,KONAKION 2 MG INJECTION-1'S (IV / IM / SC)
6300010104,KOTEX WINGS SUPER 12X10
6470010037,LABELLO LIP CARE CLASSIC(85000)
6090090057,LAMICTAL 100 MG TAB 30'S
6090090014,LAMICTAL 50 MG TAB 30'S
6720030015,LAMISIL 1% CR 15 G
6720030016,LAMISIL 250 MG TAB 14'S
6170030009,ONETOUCH DELICA PLUS BGM LCT 100'S
6100080013,LANOXIN 0.25 MG TAB 100'S
6100020005,LASIX 40 MG TAB 20'S
6560090003,LIORESAL 10 MG TAB 50'S
6560090004,LIORESAL-25MG TAB-50'S
6720110005,LIPOBASE CR 100 G
6260010006,LIVOSTIN 0.05% ED SUS 4 ML
6200010006,LIVOSTIN 0.05% NS SUS 10 ML
6240080005,DIPROFOS 7 MG AMP 1'S
6720010023,DIPROLENE 0.05% OIN 30 G
6720010025,DIPROSALIC OIN 30 G
6310090002,SYRINGE 1 CC
6310090005,SYRINGE 5 CC
6090040006,DIZINIL 50 MG TAB 20'S
6090010058,DOGMATIL 50 MG CAP 30'S
6090010057,DOGMATIL 200 MG TAB 12'S
6280050063,DOVE CREAM-150ML
6280050064,DOVE CREAM-250ML
6370080155,HG BOTAN COND 250 ML (HG39)
6370040229,HG BOTAN SHAMP 250 ML (HG38)
6200020016,OTRIVIN ADULT 0.1% ND 10 ML
6200020020,OTRIVIN 0.1% NS 10 ML
6200020017,OTRIVIN PED 0.05% ND 10 ML
6680050017,RINOFED PLUS TAB 30'S
6370080161,HG COND.NORM-OILY HAIR
6300010090,KOTEX MAXI NIGHT TIME VALUE PACK 5*16'S
6370040231,HG SHAMP.DRY-DAMG.HAIR-250ML (HG03)
6370180011,HG SHAMP.DAND-DRY SCALP
6280040099,HG FACIAL CLEANSER 250 ML (HN142)
6280050105,HG FACIAL MOISTIR 120 ML (NH143)
6370080159,HG LEAVE-IN COND 250 ML (HG139)
6370040233,HG SHAMP NORM OILY HAIR (HG02)
6590010080,HERMESTAS ORG.-1200'S
6590010079,HERMESTAS GOLD-300'S
6590010081,HERMESTAS ORGINAL-300'S
6310080017,HI MEDIPLASTER-100'S(19*72MM)
6310080018,HI MEDIPLASTER-30'S(ASSTED)
6630170008,OB 34148 KIDS TB
6630170006,OB 34142 (5-7)SOFTNO3
6630170007,OB 34143  STAGES (4)
6710050092,GLT 32598 BLUE 3   (3)
6160040048,GLT 32241 DEO CLEAR GEL COOL WAVE 70 ML
6380060003,GLT 32090 VENUS 2 UP RAZOR(12PACK)
6710050081,GLT 32506 BLUE II PLUS ULTRAGRIP -5'S
6240040037,GLUCOPHAGE 500 MG TAB 50'S
6240040038,GLUCOPHAGE 850 MG TAB 30'S
6060010155,GLYSOLID B LOTION SENSITIVE 250 ML
6280050095,GLYSOLID CREAM-250ML
6280050097,GLYSOLID CREAM-80ML
6320010090,NAN 3 MILK 400GM
6240090070,GONAL F 75 IU VIAL 1'S
6390030002,GRIPE WATER-148ML(WOODWARDS)
6240130008,GYNERA TAB 21'S
6450030023,GYNO DAKTARIN 2% VCR 78 G
6450030029,GYNO MIKOZAL 400 MG VO 3'S
6450070066,CIPROMAX 750 MG TAB 10'S
6130010039,DUREX PLEASUREMAX WRMG COND 12'S
6320020015,CERELAC MILK W/ WHEAT& DATE PIECES - 400GM
6680120028,LORINE 5 MG / 5 ML SYR 100 ML
6090030029,LUSTRAL 50 MG TAB 30'S
6720030023,MIKOZAL CREAM 30G
6450020105,MINOCIN 100 MG CAP 12'S (N)
6240020014,MIXTARD 30 VIAL 10 ML 1'S
6240020016,MIXTARD 30 PENFILL 5'S
6560020042,MOBIC 7.5 MG TAB 10'S
6160070012,LW DEO CREAM-40ML(UNSCENTED)
6720170006,PIGMANORM CR 30 G
6240090077,MARVELON TAB 21'S
6260090007,MAXITROL ED SUS 5 ML
6260090008,MAXITROL EO 3.5 G
6720010040,LOCOID 0.1% OIN 30 G
6720010039,LOCOID 0.1% CR 30 G
6720010037,LOCOID 0.1% LIPOCREAM 30 G
6240130009,LOGYNON TAB 21'S
6100060023,LOPID 600 MG TAB 30'S
6100010084,LOPRESOR 100 MG TAB 20'S
6100010085,LOPRESOR 50 MG TAB 40'S
6560020047,OLFEN SR 100 MG CAP 10'S
6560170012,OLFEN 1% GEL 50 G
6580010140,ONE ALPHA 1 MCG CAP 100'S
6580010141,ONE-ALPHA 2 MCG/ML ORAL DRP 20 ML
6310030012,OPSITE SPRAY-100ML
6310030013,OPSITE SPRAY 240 ML
6240070010,DEXAMETHASONE 0.5 MG TAB 100'S (N)
6630120030,OB 34062  FLOSS-MINT
6630120029,OB 34060  FLOSS(UNWAXED)
6630120034,OB 34071 SATIN TAPE
6260070018,OFLOX 0.3% ED 5 ML
6560020013,BRUFEN 600 MG TAB 30'S
6630130023,"GUM 1312 TRAVELER 0,6 MM"
6630130025,GUM 614 BRUSH TAPEREND
6320020014,CERELAC WHEAT & HONEY 400 GM
6320020016,CERELAC RICE-400GM
6320020023,CERELAC WHEAT-400GM
6340120001,COLI-URINAL GEF 60 G
6100010045,CONCOR 10 MG TAB 30'S
6100010046,CONCOR 5 MG TAB 30'S
6720120002,CONTRACTUBEX GEL 50 G
6100080015,CORDARONE 200 MG TAB 30'S
6630140003,COREGA SUPER CREAM-50GM
6690010011,CICACARE-12CM*15CM(SIL.ADH.GEL.SHEET)
6680120004,CHLOROHISTOL 4 MG TAB 20'S
6090030068,CIPRAM 20 MG TAB 28'S
6680120008,CLARINASE TAB 14'S
6680120009,CLARITINE 5 MG  / 5 ML SYR 100 ML
6240090059,CLOMID 50 MG TAB 10'S
6090010055,CLOPIXOL DEPOT 500 MG AMP
6630050044,CLOSEUP.TP-50ML(RED)
6630050050,COLGATE TP GRF 50 ML
6630050045,COLGATE TP EXTRA MINT 125 ML
6340090013,BUSCOPAN 10 MG TAB 20'S
6630130038,GUM 760 TONGUE CLEANER
6160060037,CASANOVA B/SPLESH POMEGRANATE-235ML
6450070083,CLARITT XL 500 MG TAB 14'S
6070020113,DETTOL SHOWER GEL SKIN CARE 250 ML
6180020115,DETTOL ORIGINAL WIPES SPR 10'S
6240030014,PROLIA 60 MG / 1 PREFILLED  INJ
6100160003,VERSATIS 5% PTC 5'S
6240040044,JANUMET 50/850 MG TAB 56'S
6370040103,DOVE SHAMP NORSHING OIL CARE -200ML
6370040104,DOVE SHAMP NORSHING OIL CARE -400ML
6370040105,DOVE SHAMP NORSHING OIL CARE -600 ML
6070020228,LUX SHWER GEL VELVET TOUCH KIT 250 ML
6630050256,ORAXINE MW 300 ML
6260100010,VISMED 0.3% EG SDU 20'S
6480010005,EZ-GLIDE 40ML (TUBE)
6630050251,GENGIGEL 0.2% GEL 20 ML
6630050252,GENGIGEL BABY 0.2% GEL 15 ML
6630050253,GENGIGEL 0.01% SPR 20 ML
6320010122,NUTRINI DRINK POWDER -400GM
6220010003,AQUAMER PLUS NASAL SPRY 30 ML
6690010001,AVALON AVOBAN 2% OIN 15 G
6630060010,AVALON AVOHEX MW 300 ML
6080080050,BRF GENUTRAIN TITAN 7
6240040043,JANUMET 50/1000 MG TAB 56'S
6630060043,LISTERINE MOUTH WASH -250ML
6630060044,LISTERINE MOUTH WASH -500ML
6630090212,OB 34238 PRO EXP CLINICAL 38 MED
6710050013,GLT 32075 DIS 4+1 LBRST
6280040087,GARN SKIN NAT PURE 3 IN 1 -150ML
6290010133,PGN 40447 SN CLEAR BOTTLE 240 ML
6290010134,PGN 40452 SN CLEAR BOTTLE 120 ML
6280010021,LAINO MARSEILLE SOAP
6100240005,HIBOR 2500 IU / 0.2ML SYRINGE
6100240006,HIBOR 3500 IU PFS 2'S
6560020020,COXICAM 7.5 MG TAB 10'S
6060010270,NIVEA BODY SENSUAL MUSK -250ML(81886)
6060010271,NIVEA BODY SENSUAL MUSK -400ML(81887)
6100010111,RENITEC 5 MG TAB 28'S
6560170013,REPARIL GEL 100 G
6560170014,REPARIL GEL 40 G
6260060010,REFRESH PLUS 0.5% ED SDU 30'S
6450070239,ZITHROMAX 200 MG  / 5 ML SUS 22.5 ML
6450070238,ZITHROMAX 200 MG  / 5 ML SUS 15 ML
6100060054,ZOCOR 10 MG TAB 30'S
6500120005,ZOLADEX 3.6 MG PFS 1'S
6450030052,ZOVIRAX 200 MG TAB 25'S
6450030054,ZOVIRAX 400 MG TAB 70'S
6450030057,ZOVIRAX 800 MG TAB 35'S
6450030055,ZOVIRAX 5% CR 10 G
6450030056,ZOVIRAX 5% CR 2 G
6450030051,ZOVIRAX 200 MG  / 5 ML SUS 125 ML
6680120047,ZYRTEC 5 MG  / 5 ML SYR 75 ML
6450070127,KLACID 250 MG TAB 14'S
6280050253,SM MOISTURE CREAM-75ML
6590010008,CalSource Ca-C1000mg TEF 10'S
6680120029,LORINE 10 MG TAB 10'S
6040040026,SM CHILD.SHAMPOO-250ML
6280050194,NIVEA CREAM-400ML(80107)
6680080011,FLIXOTIDE 125 MCG MDI SUS 120'S
6680080008,FLIXOTIDE 250 MCG MDI SUS 120'S
6630090029,GUM 158 TRAVEL.TB
6720120004,SUDOCREM 125 G
6720120005,SUDOCREM 250 G
6090040011,ZOFRAN 8 MG TAB 10'S
6350100006,VIAGRA 50 MG TAB 4'S
6300010182,CAREFREE 31410 SINGLE WRAPPED-30'S
6560020059,RAPIDUS 50 MG TAB 20'S
6100060011,LESCOL XL 80 MG TAB 28'S
6160030153,NIVEA DEO ROLLON FRESH-50ML(FEMLE)(82809)
6630090098,COLGATE TB MAX FRESH SOFT NEW
6090020029,PANADOL EXTEND 665 MG TAB 24'S
6450070113,HYMOX 500 MG CAP 20'S
6630090047,GUM 409 TOOTH.BRUSH
6630090067,GUM 491 TOOTH.BRUSH
6630090068,GUM 492 TOOTH.BRUSH
6630090035,GUM 305 CLASSIC HARD
6630130006,GUM 1612 TRAVELER.BRUSH
